filename,dose_Gy,particle_type,hr_post_exposure
P242_73665006707-G3_003_030_proj.tif,0.82,Fe,4
P280_73668439105-D5_013_003_proj.tif,1.0,X-ray,4
P242_73665006707-C7_027_003_proj.tif,0.82,Fe,4
P280_73668439105-D5_009_035_proj.tif,1.0,X-ray,4
P242_73665006707-C8_018_016_proj.tif,0.82,Fe,4
P242_73665006707-C6_019_001_proj.tif,0.82,Fe,4
P280_73668439105-C7_008_011_proj.tif,1.0,X-ray,4
P242_73665006707-C8_007_012_proj.tif,0.82,Fe,4
P280_73668439105-A7_015_013_proj.tif,1.0,X-ray,4
P280_73668439105-E6_010_011_proj.tif,1.0,X-ray,4
P280_73668439105-D5_004_026_proj.tif,1.0,X-ray,4
P280_73668439105-F5_003_030_proj.tif,1.0,X-ray,4
P242_73665006707-A8_021_003_proj.tif,0.82,Fe,4
P280_73668439105-E6_014_027_proj.tif,1.0,X-ray,4
P242_73665006707-E4_009_040_proj.tif,0.82,Fe,4
P280_73668439105-E1_011_033_proj.tif,1.0,X-ray,4
P242_73665006707-G3_008_034_proj.tif,0.82,Fe,4
P242_73665006707-E4_004_016_proj.tif,0.82,Fe,4
P242_73665006707-G4_011_039_proj.tif,0.82,Fe,4
P242_73665006707-G3_005_038_proj.tif,0.82,Fe,4
P242_73665006707-E4_009_028_proj.tif,0.82,Fe,4
P242_73665006707-C7_010_027_proj.tif,0.82,Fe,4
P280_73668439105-E5_001_068_proj.tif,1.0,X-ray,4
P242_73665006707-E4_001_046_proj.tif,0.82,Fe,4
P242_73665006707-C8_007_028_proj.tif,0.82,Fe,4
P242_73665006707-G3_024_004_proj.tif,0.82,Fe,4
P280_73668439105-D5_008_026_proj.tif,1.0,X-ray,4
P280_73668439105-D5_004_023_proj.tif,1.0,X-ray,4
P280_73668439105-E5_008_040_proj.tif,1.0,X-ray,4
P280_73668439105-D5_013_010_proj.tif,1.0,X-ray,4
P242_73665006707-G3_002_054_proj.tif,0.82,Fe,4
P280_73668439105-C7_004_025_proj.tif,1.0,X-ray,4
P242_73665006707-G4_021_008_proj.tif,0.82,Fe,4
P280_73668439105-E2_024_004_proj.tif,1.0,X-ray,4
P242_73665006707-A8_014_002_proj.tif,0.82,Fe,4
P242_73665006707-C8_006_028_proj.tif,0.82,Fe,4
P280_73668439105-D5_004_034_proj.tif,1.0,X-ray,4
P242_73665006707-A6_006_013_proj.tif,0.82,Fe,4
P242_73665006707-G4_004_049_proj.tif,0.82,Fe,4
P280_73668439105-E1_002_050_proj.tif,1.0,X-ray,4
P280_73668439105-F5_003_019_proj.tif,1.0,X-ray,4
P242_73665006707-G4_016_010_proj.tif,0.82,Fe,4
P280_73668439105-E5_002_010_proj.tif,1.0,X-ray,4
P280_73668439105-E6_013_018_proj.tif,1.0,X-ray,4
P280_73668439105-E6_003_030_proj.tif,1.0,X-ray,4
P242_73665006707-G4_005_045_proj.tif,0.82,Fe,4
P242_73665006707-E4_001_050_proj.tif,0.82,Fe,4
P280_73668439105-C7_019_015_proj.tif,1.0,X-ray,4
P280_73668439105-C7_031_015_proj.tif,1.0,X-ray,4
P280_73668439105-C7_015_003_proj.tif,1.0,X-ray,4
P242_73665006707-C6_014_009_proj.tif,0.82,Fe,4
P242_73665006707-G3_001_065_proj.tif,0.82,Fe,4
P242_73665006707-C6_037_004_proj.tif,0.82,Fe,4
P280_73668439105-E6_019_011_proj.tif,1.0,X-ray,4
P242_73665006707-C8_001_038_proj.tif,0.82,Fe,4
P280_73668439105-E6_014_033_proj.tif,1.0,X-ray,4
P242_73665006707-G3_015_023_proj.tif,0.82,Fe,4
P280_73668439105-A7_015_024_proj.tif,1.0,X-ray,4
P280_73668439105-E5_001_045_proj.tif,1.0,X-ray,4
P280_73668439105-C7_001_043_proj.tif,1.0,X-ray,4
P242_73665006707-A6_001_043_proj.tif,0.82,Fe,4
P280_73668439105-E6_012_003_proj.tif,1.0,X-ray,4
P242_73665006707-G3_016_003_proj.tif,0.82,Fe,4
P242_73665006707-G3_009_025_proj.tif,0.82,Fe,4
P242_73665006707-C7_009_005_proj.tif,0.82,Fe,4
P280_73668439105-C7_007_024_proj.tif,1.0,X-ray,4
P242_73665006707-G4_007_020_proj.tif,0.82,Fe,4
P242_73665006707-C6_015_006_proj.tif,0.82,Fe,4
P242_73665006707-A8_014_004_proj.tif,0.82,Fe,4
P280_73668439105-D5_013_008_proj.tif,1.0,X-ray,4
P280_73668439105-A7_005_002_proj.tif,1.0,X-ray,4
P242_73665006707-G3_009_044_proj.tif,0.82,Fe,4
P242_73665006707-E4_006_020_proj.tif,0.82,Fe,4
P280_73668439105-E2_012_007_proj.tif,1.0,X-ray,4
P280_73668439105-E6_003_032_proj.tif,1.0,X-ray,4
P280_73668439105-E6_009_015_proj.tif,1.0,X-ray,4
P280_73668439105-F5_009_040_proj.tif,1.0,X-ray,4
P280_73668439105-F5_001_038_proj.tif,1.0,X-ray,4
P242_73665006707-C7_023_002_proj.tif,0.82,Fe,4
P280_73668439105-E1_002_048_proj.tif,1.0,X-ray,4
P242_73665006707-C6_001_015_proj.tif,0.82,Fe,4
P242_73665006707-G4_005_001_proj.tif,0.82,Fe,4
P280_73668439105-E6_012_017_proj.tif,1.0,X-ray,4
P280_73668439105-E1_017_004_proj.tif,1.0,X-ray,4
P242_73665006707-G4_020_018_proj.tif,0.82,Fe,4
P242_73665006707-A6_009_029_proj.tif,0.82,Fe,4
P242_73665006707-A6_006_026_proj.tif,0.82,Fe,4
P280_73668439105-F5_015_025_proj.tif,1.0,X-ray,4
P242_73665006707-A8_013_011_proj.tif,0.82,Fe,4
P280_73668439105-E6_019_019_proj.tif,1.0,X-ray,4
P280_73668439105-A7_016_009_proj.tif,1.0,X-ray,4
P242_73665006707-G3_010_011_proj.tif,0.82,Fe,4
P280_73668439105-A7_017_024_proj.tif,1.0,X-ray,4
P242_73665006707-G3_001_040_proj.tif,0.82,Fe,4
P242_73665006707-A6_006_035_proj.tif,0.82,Fe,4
P280_73668439105-E6_006_019_proj.tif,1.0,X-ray,4
P280_73668439105-E6_017_004_proj.tif,1.0,X-ray,4
P280_73668439105-C7_026_020_proj.tif,1.0,X-ray,4
P242_73665006707-A6_012_024_proj.tif,0.82,Fe,4
P280_73668439105-F5_011_034_proj.tif,1.0,X-ray,4
P242_73665006707-G4_018_010_proj.tif,0.82,Fe,4
P242_73665006707-C7_010_020_proj.tif,0.82,Fe,4
P242_73665006707-A6_003_024_proj.tif,0.82,Fe,4
P280_73668439105-A7_017_017_proj.tif,1.0,X-ray,4
P242_73665006707-C8_013_029_proj.tif,0.82,Fe,4
P280_73668439105-E5_011_036_proj.tif,1.0,X-ray,4
P242_73665006707-A8_004_009_proj.tif,0.82,Fe,4
P242_73665006707-G3_001_006_proj.tif,0.82,Fe,4
P242_73665006707-C8_006_003_proj.tif,0.82,Fe,4
P280_73668439105-A7_016_025_proj.tif,1.0,X-ray,4
P242_73665006707-G4_007_027_proj.tif,0.82,Fe,4
P242_73665006707-A6_013_020_proj.tif,0.82,Fe,4
P280_73668439105-C7_034_014_proj.tif,1.0,X-ray,4
P242_73665006707-A6_002_019_proj.tif,0.82,Fe,4
P242_73665006707-C7_016_001_proj.tif,0.82,Fe,4
P242_73665006707-C8_017_010_proj.tif,0.82,Fe,4
P280_73668439105-A7_007_024_proj.tif,1.0,X-ray,4
P280_73668439105-E1_005_058_proj.tif,1.0,X-ray,4
P242_73665006707-C8_002_025_proj.tif,0.82,Fe,4
P242_73665006707-C8_017_016_proj.tif,0.82,Fe,4
P280_73668439105-F5_005_044_proj.tif,1.0,X-ray,4
P242_73665006707-A6_011_017_proj.tif,0.82,Fe,4
P242_73665006707-C8_022_015_proj.tif,0.82,Fe,4
P242_73665006707-A8_016_014_proj.tif,0.82,Fe,4
P242_73665006707-A6_016_020_proj.tif,0.82,Fe,4
P242_73665006707-C7_017_017_proj.tif,0.82,Fe,4
P280_73668439105-E5_011_034_proj.tif,1.0,X-ray,4
P242_73665006707-A6_018_024_proj.tif,0.82,Fe,4
P280_73668439105-A7_007_025_proj.tif,1.0,X-ray,4
P280_73668439105-D5_014_037_proj.tif,1.0,X-ray,4
P280_73668439105-E1_007_028_proj.tif,1.0,X-ray,4
P242_73665006707-G4_016_013_proj.tif,0.82,Fe,4
P280_73668439105-C7_016_017_proj.tif,1.0,X-ray,4
P280_73668439105-E1_014_006_proj.tif,1.0,X-ray,4
P242_73665006707-C7_025_012_proj.tif,0.82,Fe,4
P280_73668439105-A7_006_009_proj.tif,1.0,X-ray,4
P242_73665006707-C7_023_011_proj.tif,0.82,Fe,4
P280_73668439105-C7_033_002_proj.tif,1.0,X-ray,4
P242_73665006707-G3_005_029_proj.tif,0.82,Fe,4
P242_73665006707-A6_012_023_proj.tif,0.82,Fe,4
P280_73668439105-A7_012_002_proj.tif,1.0,X-ray,4
P242_73665006707-C7_012_001_proj.tif,0.82,Fe,4
P242_73665006707-C7_005_008_proj.tif,0.82,Fe,4
P280_73668439105-C7_021_013_proj.tif,1.0,X-ray,4
P280_73668439105-E5_011_018_proj.tif,1.0,X-ray,4
P242_73665006707-A6_004_003_proj.tif,0.82,Fe,4
P280_73668439105-E5_005_012_proj.tif,1.0,X-ray,4
P242_73665006707-A6_007_008_proj.tif,0.82,Fe,4
P242_73665006707-G4_007_011_proj.tif,0.82,Fe,4
P242_73665006707-C7_002_044_proj.tif,0.82,Fe,4
P280_73668439105-E6_012_016_proj.tif,1.0,X-ray,4
P280_73668439105-D5_003_049_proj.tif,1.0,X-ray,4
P280_73668439105-C7_024_020_proj.tif,1.0,X-ray,4
P280_73668439105-A7_002_048_proj.tif,1.0,X-ray,4
P242_73665006707-G4_007_001_proj.tif,0.82,Fe,4
P280_73668439105-E5_012_029_proj.tif,1.0,X-ray,4
P280_73668439105-F5_013_022_proj.tif,1.0,X-ray,4
P280_73668439105-E1_010_003_proj.tif,1.0,X-ray,4
P280_73668439105-D5_012_030_proj.tif,1.0,X-ray,4
P242_73665006707-E4_001_047_proj.tif,0.82,Fe,4
P242_73665006707-E4_001_011_proj.tif,0.82,Fe,4
P280_73668439105-E1_001_059_proj.tif,1.0,X-ray,4
P280_73668439105-C7_011_018_proj.tif,1.0,X-ray,4
P242_73665006707-C7_007_014_proj.tif,0.82,Fe,4
P242_73665006707-G3_005_020_proj.tif,0.82,Fe,4
P280_73668439105-E6_002_027_proj.tif,1.0,X-ray,4
P280_73668439105-D5_014_010_proj.tif,1.0,X-ray,4
P280_73668439105-F5_001_051_proj.tif,1.0,X-ray,4
P280_73668439105-E5_002_056_proj.tif,1.0,X-ray,4
P242_73665006707-G3_008_022_proj.tif,0.82,Fe,4
P280_73668439105-E6_016_031_proj.tif,1.0,X-ray,4
P242_73665006707-G3_002_012_proj.tif,0.82,Fe,4
P280_73668439105-E5_011_009_proj.tif,1.0,X-ray,4
P280_73668439105-E5_008_014_proj.tif,1.0,X-ray,4
P280_73668439105-E2_015_001_proj.tif,1.0,X-ray,4
P280_73668439105-E1_001_055_proj.tif,1.0,X-ray,4
P280_73668439105-D5_005_031_proj.tif,1.0,X-ray,4
P242_73665006707-A8_014_018_proj.tif,0.82,Fe,4
P280_73668439105-E6_006_001_proj.tif,1.0,X-ray,4
P280_73668439105-F5_008_035_proj.tif,1.0,X-ray,4
P242_73665006707-E4_001_058_proj.tif,0.82,Fe,4
P242_73665006707-C8_022_021_proj.tif,0.82,Fe,4
P242_73665006707-C8_005_008_proj.tif,0.82,Fe,4
P280_73668439105-F5_006_009_proj.tif,1.0,X-ray,4
P242_73665006707-G4_004_028_proj.tif,0.82,Fe,4
P280_73668439105-E1_011_010_proj.tif,1.0,X-ray,4
P280_73668439105-E1_015_016_proj.tif,1.0,X-ray,4
P242_73665006707-G3_007_030_proj.tif,0.82,Fe,4
P242_73665006707-G4_006_012_proj.tif,0.82,Fe,4
P242_73665006707-C8_001_020_proj.tif,0.82,Fe,4
P280_73668439105-E5_001_030_proj.tif,1.0,X-ray,4
P280_73668439105-A7_013_018_proj.tif,1.0,X-ray,4
P280_73668439105-E2_032_008_proj.tif,1.0,X-ray,4
P280_73668439105-E1_015_001_proj.tif,1.0,X-ray,4
P280_73668439105-D5_008_019_proj.tif,1.0,X-ray,4
P242_73665006707-C7_024_008_proj.tif,0.82,Fe,4
P280_73668439105-E5_011_041_proj.tif,1.0,X-ray,4
P242_73665006707-A6_012_035_proj.tif,0.82,Fe,4
P280_73668439105-D5_015_022_proj.tif,1.0,X-ray,4
P280_73668439105-D5_001_028_proj.tif,1.0,X-ray,4
P242_73665006707-C6_013_005_proj.tif,0.82,Fe,4
P242_73665006707-C7_009_015_proj.tif,0.82,Fe,4
P242_73665006707-A6_001_026_proj.tif,0.82,Fe,4
P242_73665006707-A6_007_040_proj.tif,0.82,Fe,4
P242_73665006707-C7_001_038_proj.tif,0.82,Fe,4
P242_73665006707-C7_017_002_proj.tif,0.82,Fe,4
P280_73668439105-E2_012_001_proj.tif,1.0,X-ray,4
P280_73668439105-D5_011_024_proj.tif,1.0,X-ray,4
P280_73668439105-E1_005_051_proj.tif,1.0,X-ray,4
P280_73668439105-E6_003_009_proj.tif,1.0,X-ray,4
P242_73665006707-A6_008_010_proj.tif,0.82,Fe,4
P242_73665006707-A8_016_001_proj.tif,0.82,Fe,4
P280_73668439105-C7_032_012_proj.tif,1.0,X-ray,4
P242_73665006707-C8_014_005_proj.tif,0.82,Fe,4
P280_73668439105-E2_027_004_proj.tif,1.0,X-ray,4
P280_73668439105-D5_007_037_proj.tif,1.0,X-ray,4
P280_73668439105-E1_007_019_proj.tif,1.0,X-ray,4
P280_73668439105-A7_001_027_proj.tif,1.0,X-ray,4
P280_73668439105-F5_012_008_proj.tif,1.0,X-ray,4
P242_73665006707-A8_020_009_proj.tif,0.82,Fe,4
P242_73665006707-C8_011_007_proj.tif,0.82,Fe,4
P280_73668439105-F5_004_048_proj.tif,1.0,X-ray,4
P242_73665006707-C6_033_002_proj.tif,0.82,Fe,4
P280_73668439105-E2_004_002_proj.tif,1.0,X-ray,4
P280_73668439105-D5_005_002_proj.tif,1.0,X-ray,4
P242_73665006707-A6_003_003_proj.tif,0.82,Fe,4
P242_73665006707-C7_007_018_proj.tif,0.82,Fe,4
P242_73665006707-C7_001_016_proj.tif,0.82,Fe,4
P242_73665006707-C7_010_019_proj.tif,0.82,Fe,4
P242_73665006707-A8_002_012_proj.tif,0.82,Fe,4
P242_73665006707-E4_005_011_proj.tif,0.82,Fe,4
P242_73665006707-C7_013_015_proj.tif,0.82,Fe,4
P280_73668439105-D5_015_025_proj.tif,1.0,X-ray,4
P280_73668439105-E2_036_002_proj.tif,1.0,X-ray,4
P242_73665006707-G3_002_008_proj.tif,0.82,Fe,4
P242_73665006707-C6_024_006_proj.tif,0.82,Fe,4
P242_73665006707-A8_033_005_proj.tif,0.82,Fe,4
P242_73665006707-G4_002_027_proj.tif,0.82,Fe,4
P280_73668439105-D5_008_022_proj.tif,1.0,X-ray,4
P280_73668439105-C7_004_007_proj.tif,1.0,X-ray,4
P280_73668439105-A7_006_016_proj.tif,1.0,X-ray,4
P280_73668439105-F5_007_032_proj.tif,1.0,X-ray,4
P242_73665006707-G4_015_017_proj.tif,0.82,Fe,4
P242_73665006707-A8_015_018_proj.tif,0.82,Fe,4
P280_73668439105-E6_010_015_proj.tif,1.0,X-ray,4
P242_73665006707-C8_002_011_proj.tif,0.82,Fe,4
P280_73668439105-E1_002_013_proj.tif,1.0,X-ray,4
P280_73668439105-E5_009_042_proj.tif,1.0,X-ray,4
P242_73665006707-A6_015_002_proj.tif,0.82,Fe,4
P280_73668439105-E6_004_026_proj.tif,1.0,X-ray,4
P242_73665006707-A8_002_020_proj.tif,0.82,Fe,4
P280_73668439105-E1_001_070_proj.tif,1.0,X-ray,4
P242_73665006707-A8_002_015_proj.tif,0.82,Fe,4
P280_73668439105-E2_013_001_proj.tif,1.0,X-ray,4
P280_73668439105-F5_001_040_proj.tif,1.0,X-ray,4
P280_73668439105-A7_008_026_proj.tif,1.0,X-ray,4
P242_73665006707-G3_008_006_proj.tif,0.82,Fe,4
P280_73668439105-A7_030_017_proj.tif,1.0,X-ray,4
P242_73665006707-E4_013_033_proj.tif,0.82,Fe,4
P280_73668439105-E5_011_004_proj.tif,1.0,X-ray,4
P280_73668439105-C7_023_001_proj.tif,1.0,X-ray,4
P280_73668439105-E6_004_023_proj.tif,1.0,X-ray,4
P242_73665006707-G4_004_011_proj.tif,0.82,Fe,4
P280_73668439105-A7_019_006_proj.tif,1.0,X-ray,4
P280_73668439105-F5_001_004_proj.tif,1.0,X-ray,4
P242_73665006707-A8_003_007_proj.tif,0.82,Fe,4
P280_73668439105-E2_011_010_proj.tif,1.0,X-ray,4
P242_73665006707-C7_003_027_proj.tif,0.82,Fe,4
P280_73668439105-C7_007_023_proj.tif,1.0,X-ray,4
P242_73665006707-A6_010_036_proj.tif,0.82,Fe,4
P280_73668439105-E5_003_043_proj.tif,1.0,X-ray,4
P242_73665006707-E4_006_005_proj.tif,0.82,Fe,4
P280_73668439105-E5_002_028_proj.tif,1.0,X-ray,4
P242_73665006707-A8_004_023_proj.tif,0.82,Fe,4
P280_73668439105-F5_003_047_proj.tif,1.0,X-ray,4
P242_73665006707-A6_013_009_proj.tif,0.82,Fe,4
P242_73665006707-G3_013_031_proj.tif,0.82,Fe,4
P280_73668439105-D5_008_034_proj.tif,1.0,X-ray,4
P242_73665006707-C7_002_015_proj.tif,0.82,Fe,4
P242_73665006707-G3_013_029_proj.tif,0.82,Fe,4
P242_73665006707-C7_002_036_proj.tif,0.82,Fe,4
P280_73668439105-A7_021_009_proj.tif,1.0,X-ray,4
P242_73665006707-G4_004_043_proj.tif,0.82,Fe,4
P280_73668439105-F5_011_016_proj.tif,1.0,X-ray,4
P280_73668439105-C7_030_012_proj.tif,1.0,X-ray,4
P242_73665006707-C8_001_044_proj.tif,0.82,Fe,4
P280_73668439105-E6_021_020_proj.tif,1.0,X-ray,4
P280_73668439105-D5_009_014_proj.tif,1.0,X-ray,4
P280_73668439105-F5_004_006_proj.tif,1.0,X-ray,4
P242_73665006707-G3_011_023_proj.tif,0.82,Fe,4
P280_73668439105-E1_001_054_proj.tif,1.0,X-ray,4
P280_73668439105-E5_003_050_proj.tif,1.0,X-ray,4
P280_73668439105-A7_023_021_proj.tif,1.0,X-ray,4
P280_73668439105-F5_015_002_proj.tif,1.0,X-ray,4
P242_73665006707-E4_001_002_proj.tif,0.82,Fe,4
P242_73665006707-G4_004_032_proj.tif,0.82,Fe,4
P280_73668439105-E6_006_013_proj.tif,1.0,X-ray,4
P280_73668439105-E6_001_037_proj.tif,1.0,X-ray,4
P280_73668439105-E5_013_033_proj.tif,1.0,X-ray,4
P280_73668439105-C7_028_009_proj.tif,1.0,X-ray,4
P280_73668439105-E5_015_009_proj.tif,1.0,X-ray,4
P280_73668439105-E2_031_004_proj.tif,1.0,X-ray,4
P242_73665006707-C6_009_013_proj.tif,0.82,Fe,4
P242_73665006707-C7_011_005_proj.tif,0.82,Fe,4
P242_73665006707-C7_007_005_proj.tif,0.82,Fe,4
P242_73665006707-E4_005_004_proj.tif,0.82,Fe,4
P242_73665006707-E4_012_029_proj.tif,0.82,Fe,4
P280_73668439105-E6_001_018_proj.tif,1.0,X-ray,4
P280_73668439105-E6_003_003_proj.tif,1.0,X-ray,4
P242_73665006707-G4_005_030_proj.tif,0.82,Fe,4
P280_73668439105-E6_017_007_proj.tif,1.0,X-ray,4
P280_73668439105-C7_002_038_proj.tif,1.0,X-ray,4
P280_73668439105-A7_024_009_proj.tif,1.0,X-ray,4
P280_73668439105-F5_006_021_proj.tif,1.0,X-ray,4
P280_73668439105-A7_004_014_proj.tif,1.0,X-ray,4
P280_73668439105-C7_012_018_proj.tif,1.0,X-ray,4
P242_73665006707-E4_016_007_proj.tif,0.82,Fe,4
P242_73665006707-A6_003_006_proj.tif,0.82,Fe,4
P242_73665006707-A6_009_033_proj.tif,0.82,Fe,4
P242_73665006707-G3_013_021_proj.tif,0.82,Fe,4
P280_73668439105-E6_006_038_proj.tif,1.0,X-ray,4
P242_73665006707-G3_002_031_proj.tif,0.82,Fe,4
P242_73665006707-C7_015_001_proj.tif,0.82,Fe,4
P280_73668439105-A7_002_019_proj.tif,1.0,X-ray,4
P280_73668439105-D5_005_037_proj.tif,1.0,X-ray,4
P280_73668439105-D5_007_024_proj.tif,1.0,X-ray,4
P280_73668439105-E6_004_005_proj.tif,1.0,X-ray,4
P242_73665006707-C8_027_012_proj.tif,0.82,Fe,4
P280_73668439105-E1_008_022_proj.tif,1.0,X-ray,4
P242_73665006707-C8_005_009_proj.tif,0.82,Fe,4
P280_73668439105-C7_001_001_proj.tif,1.0,X-ray,4
P242_73665006707-G4_006_037_proj.tif,0.82,Fe,4
P242_73665006707-A6_016_001_proj.tif,0.82,Fe,4
P280_73668439105-E5_005_007_proj.tif,1.0,X-ray,4
P242_73665006707-A8_031_004_proj.tif,0.82,Fe,4
P242_73665006707-C7_028_009_proj.tif,0.82,Fe,4
P242_73665006707-G3_016_015_proj.tif,0.82,Fe,4
P242_73665006707-C7_003_005_proj.tif,0.82,Fe,4
P280_73668439105-C7_032_002_proj.tif,1.0,X-ray,4
P280_73668439105-F5_003_011_proj.tif,1.0,X-ray,4
P242_73665006707-E4_007_041_proj.tif,0.82,Fe,4
P280_73668439105-A7_002_018_proj.tif,1.0,X-ray,4
P242_73665006707-G3_008_020_proj.tif,0.82,Fe,4
P280_73668439105-D5_003_031_proj.tif,1.0,X-ray,4
P280_73668439105-E1_001_044_proj.tif,1.0,X-ray,4
P280_73668439105-D5_001_042_proj.tif,1.0,X-ray,4
P242_73665006707-E4_005_027_proj.tif,0.82,Fe,4
P280_73668439105-E2_023_005_proj.tif,1.0,X-ray,4
P242_73665006707-C8_024_009_proj.tif,0.82,Fe,4
P280_73668439105-E6_003_037_proj.tif,1.0,X-ray,4
P242_73665006707-C7_031_007_proj.tif,0.82,Fe,4
P242_73665006707-C7_013_013_proj.tif,0.82,Fe,4
P280_73668439105-A7_001_011_proj.tif,1.0,X-ray,4
P242_73665006707-A8_035_007_proj.tif,0.82,Fe,4
P280_73668439105-E1_001_025_proj.tif,1.0,X-ray,4
P280_73668439105-E5_002_006_proj.tif,1.0,X-ray,4
P280_73668439105-E1_002_053_proj.tif,1.0,X-ray,4
P242_73665006707-A6_015_019_proj.tif,0.82,Fe,4
P280_73668439105-E6_010_005_proj.tif,1.0,X-ray,4
P242_73665006707-C8_016_017_proj.tif,0.82,Fe,4
P280_73668439105-C7_020_005_proj.tif,1.0,X-ray,4
P280_73668439105-E6_006_010_proj.tif,1.0,X-ray,4
P280_73668439105-F5_008_015_proj.tif,1.0,X-ray,4
P280_73668439105-D5_008_032_proj.tif,1.0,X-ray,4
P242_73665006707-A8_038_007_proj.tif,0.82,Fe,4
P242_73665006707-A8_009_005_proj.tif,0.82,Fe,4
P280_73668439105-E6_002_044_proj.tif,1.0,X-ray,4
P280_73668439105-A7_017_019_proj.tif,1.0,X-ray,4
P242_73665006707-A6_006_003_proj.tif,0.82,Fe,4
P242_73665006707-C8_009_021_proj.tif,0.82,Fe,4
P280_73668439105-E1_003_002_proj.tif,1.0,X-ray,4
P242_73665006707-E4_012_009_proj.tif,0.82,Fe,4
P280_73668439105-C7_011_015_proj.tif,1.0,X-ray,4
P280_73668439105-E5_001_053_proj.tif,1.0,X-ray,4
P242_73665006707-E4_003_023_proj.tif,0.82,Fe,4
P280_73668439105-F5_001_041_proj.tif,1.0,X-ray,4
P280_73668439105-A7_001_019_proj.tif,1.0,X-ray,4
P280_73668439105-E2_014_001_proj.tif,1.0,X-ray,4
P280_73668439105-F5_002_017_proj.tif,1.0,X-ray,4
P280_73668439105-D5_003_005_proj.tif,1.0,X-ray,4
P280_73668439105-D5_012_034_proj.tif,1.0,X-ray,4
P280_73668439105-E1_013_002_proj.tif,1.0,X-ray,4
P242_73665006707-A6_003_019_proj.tif,0.82,Fe,4
P242_73665006707-A8_034_007_proj.tif,0.82,Fe,4
P242_73665006707-E4_012_030_proj.tif,0.82,Fe,4
P242_73665006707-A8_004_015_proj.tif,0.82,Fe,4
P242_73665006707-C8_009_001_proj.tif,0.82,Fe,4
P242_73665006707-E4_014_029_proj.tif,0.82,Fe,4
P242_73665006707-G3_006_029_proj.tif,0.82,Fe,4
P242_73665006707-A8_017_007_proj.tif,0.82,Fe,4
P280_73668439105-E2_018_001_proj.tif,1.0,X-ray,4
P280_73668439105-F5_012_009_proj.tif,1.0,X-ray,4
P280_73668439105-E1_016_001_proj.tif,1.0,X-ray,4
P242_73665006707-G3_007_029_proj.tif,0.82,Fe,4
P242_73665006707-E4_005_037_proj.tif,0.82,Fe,4
P242_73665006707-G4_008_039_proj.tif,0.82,Fe,4
P242_73665006707-G4_004_039_proj.tif,0.82,Fe,4
P242_73665006707-C7_002_005_proj.tif,0.82,Fe,4
P280_73668439105-E6_014_036_proj.tif,1.0,X-ray,4
